"Protein Group","Accession","Description","logFC","AveExpr","t","P.Value","adj.P.Val","B"
512,"Q9Y3R5|DOP2_HUMAN","Protein dopey-2 OS=Homo sapiens OX=9606 GN=DOP1B PE=1 SV=5",-2.88257361990468,11.6579286209886,-1.91388699214263,0.0688869843755605,0.279368388299945,-4.1450904603779
513,"Q9H583|HEAT1_HUMAN","HEAT repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=HEATR1 PE=1 SV=3",5.31610842113033,8.6436394713946,2.76917823002724,0.00756244697384404,0.078203733729341,-2.46599414676751
514,"Q15233|NONO_HUMAN","Non-POU domain-containing octamer-binding protein OS=Homo sapiens OX=9606 GN=NONO PE=1 SV=4",1.47052486201271,15.1043833094973,2.30555336361593,0.0247818675035212,0.159096510879748,-3.4144764806045
515,"P24752|THIL_HUMAN","Acetyl-CoA acetyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAT1 PE=1 SV=1",1.28636598183102,16.5469636466062,2.24279312633079,0.0288001227246578,0.173391003046858,-3.5322587022031
516,"Q9NY33|DPP3_HUMAN","Dipeptidyl peptidase 3 OS=Homo sapiens OX=9606 GN=DPP3 PE=1 SV=2",0.186615983344959,15.9614831212804,0.307341757131594,0.75969916942744,0.889807817594685,-5.66940088629466
517,"P27695|APEX1_HUMAN","DNA-(apurinic or apyrimidinic site) endonuclease OS=Homo sapiens OX=9606 GN=APEX1 PE=1 SV=2",0.815418892502011,15.5761104104844,1.28261088769817,0.204800342611634,0.45585235391539,-4.97662478931409
518,"P08779|K1C16_HUMAN","Keratin, type I cytoskeletal 16 OS=Homo sapiens OX=9606 GN=KRT16 PE=1 SV=4",0.466678445758086,13.6628149072395,0.327806455702686,0.74877436475366,0.88472219042783,-5.66050832933509
519,"O60749|SNX2_HUMAN","Sorting nexin-2 OS=Homo sapiens OX=9606 GN=SNX2 PE=1 SV=2",-0.449072274680189,15.4100177004907,-0.686344802478707,0.495267829215815,0.721598054072849,-5.4992489097211
520,"Q6P2E9|EDC4_HUMAN","Enhancer of mRNA-decapping protein 4 OS=Homo sapiens OX=9606 GN=EDC4 PE=1 SV=1",1.08849884496637,13.8966207361438,1.47765318141952,0.144984453380901,0.387883489633151,-4.74082067575062
521,"P52789|HXK2_HUMAN","Hexokinase-2 OS=Homo sapiens OX=9606 GN=HK2 PE=1 SV=2",-0.826725160567349,13.8441759871785,-1.09134179129906,0.279696975262142,0.537484442765371,-5.17737214342405
522,"P00338|LDHA_HUMAN","L-lactate dehydrogenase A chain OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=2",0.843062232881589,18.3769160519893,1.59447576931153,0.116339167641576,0.350298245618876,-4.58494061947205
523,"P23141|EST1_HUMAN","Liver carboxylesterase 1 OS=Homo sapiens OX=9606 GN=CES1 PE=1 SV=2",-0.437062721347074,15.3560202974152,-0.616217833650517,0.540677886363949,0.754239309747793,-5.53994424166442
523,"Q9UKY3|CES1P_HUMAN","Putative inactive carboxylesterase 4 OS=Homo sapiens OX=9606 GN=CES1P1 PE=5 SV=2",-0.542716229492896,12.8375317584395,-0.687073665121011,0.494811870510196,0.721554104626607,-5.49879828537081
524,"Q13423|NNTM_HUMAN","NAD(P) transhydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=NNT PE=1 SV=3",-0.0746347408055268,15.7844959048481,-0.121046777582467,0.904078087337032,0.960385520114652,-5.70561640661409
525,"Q9NZT2|OGFR_HUMAN","Opioid growth factor receptor OS=Homo sapiens OX=9606 GN=OGFR PE=1 SV=3",-0.218744076613621,12.8551652064562,-0.277431305925269,0.78244890203514,0.903257409122355,-5.67733328357769
526,"P26641|EF1G_HUMAN","Elongation factor 1-gamma OS=Homo sapiens OX=9606 GN=EEF1G PE=1 SV=3",0.44133243668475,16.8186227320498,0.740716065572772,0.461894716203905,0.697362516313696,-5.46434622957154
527,"Q14566|MCM6_HUMAN","DNA replication licensing factor MCM6 OS=Homo sapiens OX=9606 GN=MCM6 PE=1 SV=1",9.42049661451697,10.0285818407281,5.98685518166944,1.49392457170691e-07,3.20091477135963e-05,6.55607046685258
528,"Q13231|CHIT1_HUMAN","Chitotriosidase-1 OS=Homo sapiens OX=9606 GN=CHIT1 PE=1 SV=1",-1.94608837231699,14.7465049768008,-2.92200357529984,0.00497182911335264,0.0595624310056136,-2.12506856740149
529,"P55084|ECHB_HUMAN","Trifunctional enzyme subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=HADHB PE=1 SV=3",-0.670715823889307,17.1129862483981,-1.16242366935065,0.249889132637464,0.50426670732933,-5.10634780113093
530,"P51858|HDGF_HUMAN","Hepatoma-derived growth factor OS=Homo sapiens OX=9606 GN=HDGF PE=1 SV=1",0.950820784036742,15.8336622922875,1.51713791803378,0.134738045723481,0.376596116981585,-4.68934594462512
531,"Q12905|ILF2_HUMAN","Interleukin enhancer-binding factor 2 OS=Homo sapiens OX=9606 GN=ILF2 PE=1 SV=2",0.512892722148226,15.7210326357229,0.790631901884094,0.432423820082663,0.673448343128054,-5.43001277188497
532,"P02533|K1C14_HUMAN","Keratin, type I cytoskeletal 14 OS=Homo sapiens OX=9606 GN=KRT14 PE=1 SV=4",-0.0177392590188941,14.8920268226145,-0.0281241739936225,0.977660982103426,0.987984347968421,-5.71191226061922
533,"O15067|PUR4_HUMAN","Phosphoribosylformylglycinamidine synthase OS=Homo sapiens OX=9606 GN=PFAS PE=1 SV=4",2.02670926318126,13.9746843830066,2.92149353708732,0.00497890290139804,0.0595624310056136,-2.1262281754142
534,"P48594|SPB4_HUMAN","Serpin B4 OS=Homo sapiens OX=9606 GN=SERPINB4 PE=1 SV=2",-2.76140031664963,5.88118741770995,-1.29678813674731,0.200748749534169,0.450877678223635,-4.96037569171235
535,"Q9BQG0|MBB1A_HUMAN","Myb-binding protein 1A OS=Homo sapiens OX=9606 GN=MYBBP1A PE=1 SV=2",2.2259760248385,12.126772061447,2.34636869352238,0.0224438454639632,0.149482630529933,-3.3364657424727
536,"P47755|CAZA2_HUMAN","F-actin-capping protein subunit alpha-2 OS=Homo sapiens OX=9606 GN=CAPZA2 PE=1 SV=3",-0.715594621863998,16.0588186837859,-1.21358893654648,0.229890804328184,0.481782512882423,-5.05259459501865
537,"Q96P48|ARAP1_HUMAN","Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ARAP1 PE=1 SV=3",-1.16241604163332,14.4903043444443,-1.72149137950538,0.0905649224395723,0.316227951639679,-4.40332934476145
538,"O00267|SPT5H_HUMAN","Transcription elongation factor SPT5 OS=Homo sapiens OX=9606 GN=SUPT5H PE=1 SV=1",-0.966761001532781,11.7706581920052,-0.66117467884385,0.515444739751346,0.735861440617392,-5.51036421503037
539,"P63244|RACK1_HUMAN","Receptor of activated protein C kinase 1 OS=Homo sapiens OX=9606 GN=RACK1 PE=1 SV=3",0.103786604803133,16.2115293653045,0.172220632602787,0.863871807711631,0.940502661628811,-5.69880181724003
540,"Q9NYB0|TE2IP_HUMAN","Telomeric repeat-binding factor 2-interacting protein 1 OS=Homo sapiens OX=9606 GN=TERF2IP PE=1 SV=1",3.25084510553121,12.2485376409986,3.66779489513842,0.000538031796671173,0.013054217489186,-0.289235574413541
541,"P50552|VASP_HUMAN","Vasodilator-stimulated phosphoprotein OS=Homo sapiens OX=9606 GN=VASP PE=1 SV=3",-0.982425415579044,16.1831783084095,-1.67411306540091,0.0995670711273245,0.326499126640871,-4.47253215390336
542,"O00567|NOP56_HUMAN","Nucleolar protein 56 OS=Homo sapiens OX=9606 GN=NOP56 PE=1 SV=4",2.37931768173422,13.5353745297169,3.02190020394986,0.00375294220177601,0.0508635899393399,-1.89521213913928
543,"O43399|TPD54_HUMAN","Tumor protein D54 OS=Homo sapiens OX=9606 GN=TPD52L2 PE=1 SV=2",0.0850235825583248,16.7702899777895,0.148278625473793,0.882644230384768,0.948535118034619,-5.70228586846898
544,"P29508|SPB3_HUMAN","Serpin B3 OS=Homo sapiens OX=9606 GN=SERPINB3 PE=1 SV=2",-3.09434754707512,6.32296456359026,-1.39163329148859,0.170638141972943,0.415970715903855,-4.84883560157165
545,"Q13011|ECH1_HUMAN","Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial OS=Homo sapiens OX=9606 GN=ECH1 PE=1 SV=2",-0.258100541839074,16.9409793336423,-0.467310473965452,0.642052649819225,0.821406565393872,-5.61327759192925
546,"Q8NE71|ABCF1_HUMAN","ATP-binding cassette sub-family F member 1 OS=Homo sapiens OX=9606 GN=ABCF1 PE=1 SV=2",0.117733536425275,14.1325965532092,0.166920662132177,0.868021004846343,0.942224858862823,-5.69961788532468
547,"Q13488|VPP3_HUMAN","V-type proton ATPase 116 kDa subunit a3 OS=Homo sapiens OX=9606 GN=TCIRG1 PE=1 SV=3",-1.56298599597535,14.3187963812426,-2.04667116307175,0.046091786371159,0.220150048027865,-3.88947730082051
548,"Q5JRA6|TGO1_HUMAN","Transport and Golgi organization protein 1 homolog OS=Homo sapiens OX=9606 GN=MIA3 PE=1 SV=1",0.0215168155175327,14.3728527426898,0.0304275593569964,0.975831956893193,0.987257595404693,-5.71185099553368
549,"P16435|NCPR_HUMAN","NADPH--cytochrome P450 reductase OS=Homo sapiens OX=9606 GN=POR PE=1 SV=2",-0.405917615233689,14.0244972381337,-0.541649174551323,0.590163316822841,0.787720104107893,-5.57937312592307
550,"Q4V328|GRAP1_HUMAN","GRIP1-associated protein 1 OS=Homo sapiens OX=9606 GN=GRIPAP1 PE=1 SV=2",0.404273309473176,14.8176202959116,0.570093240446513,0.57084638017026,0.77284023682843,-5.56509346317155
551,"O00116|ADAS_HUMAN","Alkyldihydroxyacetonephosphate synthase, peroxisomal OS=Homo sapiens OX=9606 GN=AGPS PE=1 SV=1",-0.0319108469740339,15.7392637463727,-0.0514474575061973,0.959148164810683,0.97962010192522,-5.71106922211918
552,"P16144|ITB4_HUMAN","Integrin beta-4 OS=Homo sapiens OX=9606 GN=ITGB4 PE=1 SV=5",10.0655725838058,7.33640369584031,5.34005414294546,1.66847177093843e-06,0.000200527025865344,4.54562585350756
553,"Q86V81|THOC4_HUMAN","THO complex subunit 4 OS=Homo sapiens OX=9606 GN=ALYREF PE=1 SV=3",1.46153264026635,16.5494367270831,2.48679428977006,0.0158307668110177,0.121878569387051,-3.05975231061553
554,"P49407|ARRB1_HUMAN","Beta-arrestin-1 OS=Homo sapiens OX=9606 GN=ARRB1 PE=1 SV=2",-2.96307126332345,11.3515199765625,-1.62305623255389,0.123067838780181,0.361855656012567,-4.56390168061246
554,"P36575|ARRC_HUMAN","Arrestin-C OS=Homo sapiens OX=9606 GN=ARR3 PE=1 SV=2",-2.77925457030853,10.9120573860803,-1.76733058702262,0.0859319299450063,0.310774117533795,-4.34488658253421
555,"Q14651|PLSI_HUMAN","Plastin-1 OS=Homo sapiens OX=9606 GN=PLS1 PE=1 SV=2",8.18975371205798,8.86890995765254,4.43163002256865,4.28522161990842e-05,0.00202686779045253,1.82670332230583
556,"Q92974|ARHG2_HUMAN","Rho guanine nucleotide exchange factor 2 OS=Homo sapiens OX=9606 GN=ARHGEF2 PE=1 SV=4",-0.875783953039271,14.1840695850086,-1.2681346146937,0.209885866862656,0.46105365728383,-4.99288564221457
