"Protein Group","Accession","Description","logFC","AveExpr","t","P.Value","adj.P.Val","B"
889,"O75695|XRP2_HUMAN","Protein XRP2 OS=Homo sapiens GN=RP2 PE=1 SV=4",0.253803827944964,13.4490161103698,1.17575601307526,0.259351402079696,0.474542709970669,-5.66031815011611
989,"O95619|YETS4_HUMAN","YEATS domain-containing protein 4 OS=Homo sapiens GN=YEATS4 PE=1 SV=1",0.537334217570727,9.36483377207124,0.929248849549641,0.368547355168024,0.578024162137225,-5.90928807081739
984,"Q9BVC6|TM109_HUMAN","Transmembrane protein 109 OS=Homo sapiens GN=TMEM109 PE=1 SV=1",0.142960016490445,14.6328534497819,0.625376077609836,0.541811216592722,0.716656300489558,-6.14390039852993
257,"O14880|MGST3_HUMAN","Microsomal glutathione S-transferase 3 OS=Homo sapiens GN=MGST3 PE=1 SV=1",0.212441018030329,16.534042615142,0.801596074158309,0.436216706309939,0.631037448841591,-6.01804236995915
59,"Q12913|PTPRJ_HUMAN","Receptor-type tyrosine-protein phosphatase eta OS=Homo sapiens GN=PTPRJ PE=1 SV=3",0.164022506565296,17.7349604218912,0.617701245714973,0.546715392146208,0.720328692246909,-6.14872010512664
716,"P51809|VAMP7_HUMAN","Vesicle-associated membrane protein 7 OS=Homo sapiens GN=VAMP7 PE=1 SV=3",0.520626878209498,12.4131692280276,1.56253415514249,0.140537151407901,0.343157747723469,-5.1780949439793
188,"P43007|SATT_HUMAN","Neutral amino acid transporter A OS=Homo sapiens GN=SLC1A4 PE=1 SV=1",0.0701739558730221,15.6940946293649,0.266115854333896,0.794039305164364,0.900181293915927,-6.3075343091849
594,"P20138|CD33_HUMAN","Myeloid cell surface antigen CD33 OS=Homo sapiens GN=CD33 PE=1 SV=2",-0.0245738055999603,16.032197030958,-0.0713929304058896,0.944097559384589,0.981390624976304,-6.34158752357143
1084,"O95864|FADS2_HUMAN","Fatty acid desaturase 2 OS=Homo sapiens GN=FADS2 PE=1 SV=1",-0.267112069336704,5.35849789256629,-0.199112570051313,0.845045028601234,0.933165601425888,-6.32366547956358
382,"P60033|CD81_HUMAN","CD81 antigen OS=Homo sapiens GN=CD81 PE=1 SV=1",0.260612539586049,15.0255010774079,0.566526882573709,0.580028684891396,0.741555660430772,-6.17941299695659
1069,"Q96A25|T106A_HUMAN","Transmembrane protein 106A OS=Homo sapiens GN=TMEM106A PE=2 SV=1",0.236743337361743,10.6461361639403,0.619365172348123,0.545650082375948,0.719972970925983,-6.14767995142511
883,"Q9H1C7|CYTM1_HUMAN","Cysteine-rich and transmembrane domain-containing protein 1 OS=Homo sapiens GN=CYSTM1 PE=1 SV=1",1.0446830150748,10.6501143691387,0.860094068128969,0.404263788874891,0.602060414798933,-5.96998830154904
457,"P61009|SPCS3_HUMAN","Signal peptidase complex subunit 3 OS=Homo sapiens GN=SPCS3 PE=1 SV=1",0.321760631338059,14.9520319642261,1.25084599843666,0.2315453806928,0.444295195077204,-5.5749491222788
697,"P30273|FCERG_HUMAN","High affinity immunoglobulin epsilon receptor subunit gamma OS=Homo sapiens GN=FCER1G PE=1 SV=1",0.136306345315031,16.8564979947768,0.755898047535157,0.462273187912822,0.650667109526469,-6.05343751300249
598,"Q9UNL2|SSRG_HUMAN","Translocon-associated protein subunit gamma OS=Homo sapiens GN=SSR3 PE=1 SV=1",0.246544057651557,13.4361593135281,0.823542691103926,0.424043237719117,0.61988425934992,-6.00037232981445
569,"Q66K14|TBC9B_HUMAN","TBC1 domain family member 9B OS=Homo sapiens GN=TBC1D9B PE=1 SV=3",1.36749846929742,9.43999437669697,1.33682224067214,0.202655112610987,0.411608464553577,-5.47210878437747
1001,"Q9NRP0|OSTC_HUMAN","Oligosaccharyltransferase complex subunit OSTC OS=Homo sapiens GN=OSTC PE=1 SV=1",0.374119135848884,12.6467897721627,1.23071721992573,0.23875898857101,0.450049387308801,-5.5982482181224
879,"Q96EX1|SIM12_HUMAN","Small integral membrane protein 12 OS=Homo sapiens GN=SMIM12 PE=1 SV=3",0.302869158310179,10.5119781829776,0.747265179522608,0.467302038407726,0.653047251158469,-6.05991006773808
407,"P48664|EAA4_HUMAN","Excitatory amino acid transporter 4 OS=Homo sapiens GN=SLC1A6 PE=2 SV=1",0.214652453535727,12.0097449924399,0.594733990173529,0.561535909036635,0.731379126541268,-6.1628066695255
141,"Q03405|UPAR_HUMAN","Urokinase plasminogen activator surface receptor OS=Homo sapiens GN=PLAUR PE=1 SV=1",-0.234139158884147,17.2125224810767,-0.49998382749591,0.624873472937775,0.778107605811658,-6.21552741545044
