"Protein Group","Accession","Description","logFC","AveExpr","t","P.Value","adj.P.Val","B"
965,"P35637|FUS_HUMAN","RNA-binding protein FUS OS=Homo sapiens OX=9606 GN=FUS PE=1 SV=1",10.2713687196757,8.09253659904461,15.2131379870538,1.22293727269296e-12,6.09884520708277e-12,14.6741176304042
966,"Q5JSH3|WDR44_HUMAN","WD repeat-containing protein 44 OS=Homo sapiens OX=9606 GN=WDR44 PE=1 SV=1",9.51432066105064,7.7140125697321,11.1063336827443,3.94724449649599e-10,1.27439402313199e-09,11.1720456366139
967,"Q86W92|LIPB1_HUMAN","Liprin-beta-1 OS=Homo sapiens OX=9606 GN=PPFIBP1 PE=1 SV=2",9.5147489117234,7.71422669506848,13.6197113984113,9.72306413146855e-12,4.04252666373152e-11,13.5106555198203
967,"Q8ND30|LIPB2_HUMAN","Liprin-beta-2 OS=Homo sapiens OX=9606 GN=PPFIBP2 PE=1 SV=3",2.28508628782256,4.09939538311806,1.67626952010564,0.108866080513488,0.120718436053263,-4.6359325832238
968,"P28074|PSB5_HUMAN","Proteasome subunit beta type-5 OS=Homo sapiens OX=9606 GN=PSMB5 PE=1 SV=3",10.7322217665873,8.32296312250045,19.2289745042293,1.35747403615808e-14,1.23845380076033e-13,16.8289418734704
969,"Q08AM6|VAC14_HUMAN","Protein VAC14 homolog OS=Homo sapiens OX=9606 GN=VAC14 PE=1 SV=1",7.73157979182177,6.82264213511767,5.64521560190898,1.7179675904368e-05,3.99889674920295e-05,2.89142002540266
970,"Q9Y6E0|STK24_HUMAN","Serine/threonine-protein kinase 24 OS=Homo sapiens OX=9606 GN=STK24 PE=1 SV=1",8.67822831857418,7.29596639849388,11.5784632313467,1.88059835969555e-10,6.32893678743694e-10,11.6659739191717
971,"P78318|IGBP1_HUMAN","Immunoglobulin-binding protein 1 OS=Homo sapiens OX=9606 GN=IGBP1 PE=1 SV=1",9.00371236557252,7.45870842199304,5.51050705323378,0.000135645161930067,0.000271290323860134,1.19149482296324
972,"P60900|PSA6_HUMAN","Proteasome subunit alpha type-6 OS=Homo sapiens OX=9606 GN=PSMA6 PE=1 SV=1",11.7368926241699,8.82529855129176,22.3764536229601,6.94348834348062e-16,1.34333819710555e-14,17.9803683466891
973,"Q96I25|SPF45_HUMAN","Splicing factor 45 OS=Homo sapiens OX=9606 GN=RBM17 PE=1 SV=1",9.92932875566666,7.92151661704011,16.2849221379641,3.35291347379593e-13,1.86812111058095e-12,15.3456640769251
974,"P30044|PRDX5_HUMAN","Peroxiredoxin-5, mitochondrial OS=Homo sapiens OX=9606 GN=PRDX5 PE=1 SV=4",10.2220296985799,10.251635509703,10.3557359767329,5.54275002276442e-09,1.62897615172847e-08,9.07441987063039
975,"Q04837|SSBP_HUMAN","Single-stranded DNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SSBP1 PE=1 SV=1",10.716815213801,11.8193515935447,10.480348071591,1.86353065687438e-09,5.68960589132938e-09,9.99964390241828
976,"Q96FW1|OTUB1_HUMAN","Ubiquitin thioesterase OTUB1 OS=Homo sapiens OX=9606 GN=OTUB1 PE=1 SV=2",11.1358122279875,8.52475835320051,20.2171258814575,5.1029756832017e-15,5.66180299144857e-14,17.2310258782637
977,"O00193|SMAP_HUMAN","Small acidic protein OS=Homo sapiens OX=9606 GN=SMAP PE=1 SV=1",11.0866604630764,8.50018247074497,18.3224249715447,3.46896607891775e-14,2.78820864380655e-13,16.4214295179659
978,"Q8IWZ3|ANKH1_HUMAN","Ankyrin repeat and KH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ANKHD1 PE=1 SV=1",4.46364956956281,5.18867702398819,3.03979169360989,0.00634330156189818,0.00937853725549463,-2.25423113204622
979,"P46108|CRK_HUMAN","Adapter molecule crk OS=Homo sapiens OX=9606 GN=CRK PE=1 SV=2",8.99228556653758,7.45299502247557,12.4317420720799,5.20683098232056e-11,1.91872923810735e-10,12.4914163611453
980,"Q9UJS0|CMC2_HUMAN","Calcium-binding mitochondrial carrier protein Aralar2 OS=Homo sapiens OX=9606 GN=SLC25A13 PE=1 SV=2",10.4876265999768,8.20066553919519,14.7301532199981,2.24751284339534e-12,1.05531741595378e-11,14.343730898131
981,"P16422|EPCAM_HUMAN","Epithelial cell adhesion molecule OS=Homo sapiens OX=9606 GN=EPCAM PE=1 SV=2",11.0615729518907,8.48763871515215,19.975184218259,6.4579071554074e-15,6.83047872206551e-14,17.1363625526966
982,"Q99615|DNJC7_HUMAN","DnaJ homolog subfamily C member 7 OS=Homo sapiens OX=9606 GN=DNAJC7 PE=1 SV=2",10.7374055169061,8.32555499765983,16.8215466291231,1.8026437735914e-13,1.09639471221594e-12,15.652762078113
983,"P35249|RFC4_HUMAN","Replication factor C subunit 4 OS=Homo sapiens OX=9606 GN=RFC4 PE=1 SV=2",10.1747538208139,8.04422914961376,14.2126594194315,4.39582914281474e-12,1.94751924048754e-11,13.9687983816118
984,"Q5T9A4|ATD3B_HUMAN","ATPase family AAA domain-containing protein 3B OS=Homo sapiens OX=9606 GN=ATAD3B PE=1 SV=1",4.27320760199274,5.09345604020315,2.9956324488994,0.00701271621815492,0.0102931595272194,-2.341272905709
985,"Q9Y285|SYFA_HUMAN","Phenylalanine--tRNA ligase alpha subunit OS=Homo sapiens OX=9606 GN=FARSA PE=1 SV=3",10.6285336560718,8.27111906724268,17.246716583614,1.11593262050698e-13,7.29429641587754e-13,15.8834495243283
986,"Q07960|RHG01_HUMAN","Rho GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=ARHGAP1 PE=1 SV=1",0.117431263801056,14.5990218322535,0.177767214323489,0.860650089143805,0.865822535459537,-5.89601805095356
987,"P26368|U2AF2_HUMAN","Splicing factor U2AF 65 kDa subunit OS=Homo sapiens OX=9606 GN=U2AF2 PE=1 SV=4",11.8160580006964,9.45139326182009,17.7720879231042,6.25772702765877e-14,4.51165712668282e-13,16.1540444819343
988,"Q16822|PCKGM_HUMAN","Phosphoenolpyruvate carboxykinase [GTP], mitochondrial OS=Homo sapiens OX=9606 GN=PCK2 PE=1 SV=4",10.2887651430628,8.10123481073821,18.9720210370379,1.76378943824074e-14,1.56105502005215e-13,16.7173898183768
989,"P25787|PSA2_HUMAN","Proteasome subunit alpha type-2 OS=Homo sapiens OX=9606 GN=PSMA2 PE=1 SV=2",11.5079264222344,8.71081545032397,20.0874053988221,5.78784761597013e-15,6.22436126298463e-14,17.1805650158749
990,"P51116|FXR2_HUMAN","Fragile X mental retardation syndrome-related protein 2 OS=Homo sapiens OX=9606 GN=FXR2 PE=1 SV=2",8.4204826006717,7.16709353954263,11.3546357527297,2.66511037303332e-10,8.7773096117864e-10,11.4352618040059
991,"Q00796|DHSO_HUMAN","Sorbitol dehydrogenase OS=Homo sapiens OX=9606 GN=SORD PE=1 SV=4",10.9093650429613,8.41153476068744,17.8426015969868,5.79693598274752e-14,4.24300447406425e-13,16.189198908027
992,"O94874|UFL1_HUMAN","E3 UFM1-protein ligase 1 OS=Homo sapiens OX=9606 GN=UFL1 PE=1 SV=2",9.75362891352173,7.83366669596765,16.1409870313991,3.9720785340481e-13,2.16607682097524e-12,15.2601201119905
993,"Q9UNS2|CSN3_HUMAN","COP9 signalosome complex subunit 3 OS=Homo sapiens OX=9606 GN=COPS3 PE=1 SV=3",10.2333952431988,8.07354986080618,17.2350784621986,1.13052158552105e-13,7.36464992259903e-13,15.8772775347288
994,"Q9NQW6|ANLN_HUMAN","Anillin OS=Homo sapiens OX=9606 GN=ANLN PE=1 SV=2",5.34685075787113,5.63027761814235,3.420499787883,0.00263757717669792,0.00428467178493122,-1.48943647100698
995,"#CONTAM#ANXA5_HUMAN|",">sp|ANXA5_HUMAN|",10.7107568536541,8.31223066603381,18.2949113942486,3.57146171537998e-14,2.84005497437744e-13,16.4084350118928
995,"P08758|ANXA5_HUMAN","Annexin A5 OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=2",10.7107568536541,8.31223066603381,18.2949113942486,3.57146171537998e-14,2.84005497437744e-13,16.4084350118928
996,"Q9Y5M8|SRPRB_HUMAN","Signal recognition particle receptor subunit beta OS=Homo sapiens OX=9606 GN=SRPRB PE=1 SV=3",9.74988690440604,7.8317956914098,16.3692776427985,3.03774276945298e-13,1.71485478920733e-12,15.3951623993254
997,"O75439|MPPB_HUMAN","Mitochondrial-processing peptidase subunit beta OS=Homo sapiens OX=9606 GN=PMPCB PE=1 SV=2",6.60682503362653,6.26026475602005,4.03442415331476,0.000622486315447694,0.00112992565510308,-0.225082663258541
998,"P38919|IF4A3_HUMAN","Eukaryotic initiation factor 4A-III OS=Homo sapiens OX=9606 GN=EIF4A3 PE=1 SV=4",10.7707783527343,9.39167775554613,11.2642898238158,1.2208223460129e-08,3.49195098971001e-08,8.10906326638324
999,"#CONTAM#CATD_HUMAN|",">sp|CATD_HUMAN|",10.4886445664196,8.20117452241656,17.6351560191687,7.2653661933292e-14,5.08575633533044e-13,16.0850036707345
999,"P07339|CATD_HUMAN","Cathepsin D OS=Homo sapiens OX=9606 GN=CTSD PE=1 SV=1",10.4886445664196,8.20117452241656,17.6351560191687,7.2653661933292e-14,5.08575633533044e-13,16.0850036707345
1000,"Q9NP81|SYSM_HUMAN","Serine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=SARS2 PE=1 SV=1",7.11912488441035,6.51641468141196,6.9466513761697,8.35719534487897e-07,2.16522221250229e-06,5.41831172922561
1001,"Q9Y224|RTRAF_HUMAN","RNA transcription, translation and transport factor protein OS=Homo sapiens OX=9606 GN=RTRAF PE=1 SV=1",9.68282498200972,7.79826473021164,12.0272197640109,9.48877522370624e-11,3.33623603755882e-10,12.1104803841038
1002,"Q9BPX3|CND3_HUMAN","Condensin complex subunit 3 OS=Homo sapiens OX=9606 GN=NCAPG PE=1 SV=1",7.45496849884717,6.68433648863037,5.73259727351348,1.18972801746091e-05,2.85031292297728e-05,3.20136350746234
1003,"Q9NR28|DBLOH_HUMAN","Diablo homolog, mitochondrial OS=Homo sapiens OX=9606 GN=DIABLO PE=1 SV=1",10.5162191269629,8.21496180268822,16.4649724638985,2.71736131579951e-13,1.56146881579524e-12,15.4507532704281
1004,"P61026|RAB10_HUMAN","Ras-related protein Rab-10 OS=Homo sapiens OX=9606 GN=RAB10 PE=1 SV=1",9.009998467137,7.46185147277529,11.7055273622825,1.54634878781768e-10,5.28255797080575e-10,11.7942447305372
1005,"O15371|EIF3D_HUMAN","Eukaryotic translation initiation factor 3 subunit D OS=Homo sapiens OX=9606 GN=EIF3D PE=1 SV=1",10.1349878049799,8.02434614169671,15.2658756197992,1.14544669145764e-12,5.74214812774989e-12,14.709101745855
1006,"P19174|PLCG1_HUMAN","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 OS=Homo sapiens OX=9606 GN=PLCG1 PE=1 SV=1",6.57727590957082,6.24549019399219,4.62938190268187,0.000152658619703682,0.000302177730518856,1.00288008333984
1007,"Q13616|CUL1_HUMAN","Cullin-1 OS=Homo sapiens OX=9606 GN=CUL1 PE=1 SV=2",7.51421817898617,6.71396132869987,5.7082617812056,1.25706772262679e-05,2.99487050254526e-05,3.1545350398782
1008,"Q9NSD9|SYFB_HUMAN","Phenylalanine--tRNA ligase beta subunit OS=Homo sapiens OX=9606 GN=FARSB PE=1 SV=3",8.96694396325517,7.44032422083437,12.7094551567863,3.47876583994592e-11,1.33133682741469e-10,12.7425925372587
1009,"Q92614|MY18A_HUMAN","Unconventional myosin-XVIIIa OS=Homo sapiens OX=9606 GN=MYO18A PE=1 SV=3",8.78313620286957,7.34842034064157,10.6718774500937,7.97155690313091e-10,2.50739330694886e-09,10.6924100090871
1010,"Q9UJC3|HOOK1_HUMAN","Protein Hook homolog 1 OS=Homo sapiens OX=9606 GN=HOOK1 PE=1 SV=2",7.79500864985952,6.85435656413654,5.82894593517107,1.10927458440201e-05,2.67420610516451e-05,3.26206962492733
1011,"Q96I99|SUCB2_HUMAN","Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=SUCLG2 PE=1 SV=2",11.0508316751011,8.48226807675733,22.0347776376993,9.40555002326329e-16,1.68424965532854e-14,17.8723054693105
1012,"Q96ST3|SIN3A_HUMAN","Paired amphipathic helix protein Sin3a OS=Homo sapiens OX=9606 GN=SIN3A PE=1 SV=2",6.24351059047253,6.07860753444305,3.69401827950985,0.00138999229384148,0.00241383415935485,-0.928826236141282
1013,"P30520|PURA2_HUMAN","Adenylosuccinate synthetase isozyme 2 OS=Homo sapiens OX=9606 GN=ADSS2 PE=1 SV=3",10.3905333987241,8.15211893856882,16.8516115025941,1.74193637936367e-13,1.06114795261869e-12,15.6694324117576
1015,"P07384|CAN1_HUMAN","Calpain-1 catalytic subunit OS=Homo sapiens OX=9606 GN=CAPN1 PE=1 SV=1",8.8457759617348,8.23980435752276,8.64241077851251,5.04960013289062e-07,1.31535592094918e-06,5.57479398317626
1016,"Q01085|TIAR_HUMAN","Nucleolysin TIAR OS=Homo sapiens OX=9606 GN=TIAL1 PE=1 SV=1",7.5885174241952,6.75111095130438,5.82163946301011,9.73202723495411e-06,2.36691755240514e-05,3.37196024510447
1017,"O75152|ZC11A_HUMAN","Zinc finger CCCH domain-containing protein 11A OS=Homo sapiens OX=9606 GN=ZC3H11A PE=1 SV=3",7.89528072902468,6.90449260371913,8.5785914355031,3.19415601488179e-08,8.85349219387681e-08,8.00401998579525
1018,"P16403|H12_HUMAN","Histone H1.2 OS=Homo sapiens OX=9606 GN=H1-2 PE=1 SV=2",9.41692255094534,7.66531351467945,10.4005184466151,2.03061410725025e-09,6.18501923489988e-09,9.94855838582473
1019,"Q16204|CCDC6_HUMAN","Coiled-coil domain-containing protein 6 OS=Homo sapiens OX=9606 GN=CCDC6 PE=1 SV=2",10.4812357423784,8.19747011039598,17.2801528255514,1.07510356567155e-13,7.07546791082985e-13,15.9011378365255
1020,"P51114|FXR1_HUMAN","Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens OX=9606 GN=FXR1 PE=1 SV=3",8.39014793635038,7.15192620738197,10.1243058791632,1.99098664949808e-09,6.06912003212005e-09,10.0516256029846
1021,"Q9UHD9|UBQL2_HUMAN","Ubiquilin-2 OS=Homo sapiens OX=9606 GN=UBQLN2 PE=1 SV=2",5.4348763979732,5.67429043819338,4.09120301040034,0.000544259680506729,0.000993551337103321,-0.107487839095218
1022,"P11908|PRPS2_HUMAN","Ribose-phosphate pyrophosphokinase 2 OS=Homo sapiens OX=9606 GN=PRPS2 PE=1 SV=2",8.37279088707646,7.14324768274501,11.1696521339574,3.56887932958928e-10,1.15755563765112e-09,11.2399061945599
1023,"Q9NVA2|SEP11_HUMAN","Septin-11 OS=Homo sapiens OX=9606 GN=SEPTIN11 PE=1 SV=3",8.88894164651406,7.40132306246382,10.3824379147411,1.28780575455336e-09,3.98877888578474e-09,10.3588764349033
1024,"Q00534|CDK6_HUMAN","Cyclin-dependent kinase 6 OS=Homo sapiens OX=9606 GN=CDK6 PE=1 SV=1",8.46602574255509,7.18986511048433,5.73138880628042,4.96419992300087e-05,0.000106002050491145,2.0151921641578
1025,"Q96A65|EXOC4_HUMAN","Exocyst complex component 4 OS=Homo sapiens OX=9606 GN=EXOC4 PE=1 SV=1",4.16148600771486,5.03759524306421,2.56488230753446,0.0182539381685321,0.0253252835851707,-3.16457765314525
1026,"Q13148|TADBP_HUMAN","TAR DNA-binding protein 43 OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1",10.6305623470961,8.27213341275486,17.2772586433936,1.07857510409467e-13,7.08620162246499e-13,15.8996093299528
1027,"P06239|LCK_HUMAN","Tyrosine-protein kinase Lck OS=Homo sapiens OX=9606 GN=LCK PE=1 SV=6",8.78709844021839,7.35040145931598,12.119026550265,8.2693870723117e-11,2.93700555612547e-10,12.1985407331606
1028,"#CONTAM#SODC_HUMAN|",">sp|SODC_HUMAN|",12.5623152070726,9.23800984274306,21.0480762657239,2.31670071039255e-15,3.16479468067679e-14,17.5388282820944
1028,"P00441|SODC_HUMAN","Superoxide dismutase [Cu-Zn] OS=Homo sapiens OX=9606 GN=SOD1 PE=1 SV=2",12.5623152070726,9.23800984274306,21.0480762657239,2.31670071039255e-15,3.16479468067679e-14,17.5388282820944
1029,"Q9Y6G9|DC1L1_HUMAN","Cytoplasmic dynein 1 light intermediate chain 1 OS=Homo sapiens OX=9606 GN=DYNC1LI1 PE=1 SV=3",10.048377127067,7.98104080274027,18.2020433580352,3.94144831583838e-14,3.09685224815873e-13,16.3642892863642
1030,"Q9UNP9|PPIE_HUMAN","Peptidyl-prolyl cis-trans isomerase E OS=Homo sapiens OX=9606 GN=PPIE PE=1 SV=1",7.36975289136693,6.64172868489025,5.48731637109833,2.07833665103331e-05,4.73187232789961e-05,2.72549526129058
1031,"Q8NFC6|BD1L1_HUMAN","Biorientation of chromosomes in cell division protein 1-like 1 OS=Homo sapiens OX=9606 GN=BOD1L1 PE=1 SV=2",5.24298711821478,6.47066646889441,3.40886178783941,0.00271004415832466,0.00438758200569804,-1.5131277677712
1032,"Q14C86|GAPD1_HUMAN","GTPase-activating protein and VPS9 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=GAPVD1 PE=1 SV=2",7.82221511116177,6.86795979478767,8.2132184918739,6.43257899595925e-08,1.75144477612752e-07,7.46446041092312
1033,"Q14258|TRI25_HUMAN","E3 ubiquitin/ISG15 ligase TRIM25 OS=Homo sapiens OX=9606 GN=TRIM25 PE=1 SV=2",7.8619315566437,6.88781801752863,5.92900135794832,9.22617216341183e-06,2.2524263049547e-05,3.41780885331353
1034,"Q5T6F2|UBAP2_HUMAN","Ubiquitin-associated protein 2 OS=Homo sapiens OX=9606 GN=UBAP2 PE=1 SV=1",9.41836550210863,7.6660349902611,11.4574169477154,2.26939869731858e-10,7.54506475360667e-10,11.5419658515585
1035,"#CONTAM#RS27A_HUMAN|",">sp|RS27A_HUMAN|",14.0289205992585,11.1626909408971,17.1770918155043,1.20624159234312e-13,7.71433576498506e-13,15.8464079734361
1035,"P62979|RS27A_HUMAN","Ubiquitin-40S ribosomal protein S27a OS=Homo sapiens OX=9606 GN=RPS27A PE=1 SV=2",14.0289205992585,11.1626909408971,17.1770918155043,1.20624159234312e-13,7.71433576498506e-13,15.8464079734361
1035,"P0CG48|UBC_HUMAN","Polyubiquitin-C OS=Homo sapiens OX=9606 GN=UBC PE=1 SV=3",14.0289205992585,11.1626909408971,17.1770918155043,1.20624159234312e-13,7.71433576498506e-13,15.8464079734361
1035,"P0CG47|UBB_HUMAN","Polyubiquitin-B OS=Homo sapiens OX=9606 GN=UBB PE=1 SV=1",14.0289205992585,11.1626909408971,17.1770918155043,1.20624159234312e-13,7.71433576498506e-13,15.8464079734361
1035,"P62987|RL40_HUMAN","Ubiquitin-60S ribosomal protein L40 OS=Homo sapiens OX=9606 GN=UBA52 PE=1 SV=2",14.0289205992585,11.1626909408971,17.1770918155043,1.20624159234312e-13,7.71433576498506e-13,15.8464079734361
1036,"Q9BVP2|GNL3_HUMAN","Guanine nucleotide-binding protein-like 3 OS=Homo sapiens OX=9606 GN=GNL3 PE=1 SV=2",9.89748102219096,7.90559275030226,16.2970780372231,3.30546555019956e-13,1.84521570233334e-12,15.3528257377155
1037,"P82979|SARNP_HUMAN","SAP domain-containing ribonucleoprotein OS=Homo sapiens OX=9606 GN=SARNP PE=1 SV=3",9.61278347468282,7.76324397654819,15.431056969962,9.34254852081434e-13,4.77039944365189e-12,14.8173284387204
1038,"Q99575|POP1_HUMAN","Ribonucleases P/MRP protein subunit POP1 OS=Homo sapiens OX=9606 GN=POP1 PE=1 SV=2",4.47029810006059,5.19200128923708,3.08797220308472,0.00568335932539647,0.00846457771867559,-2.15880697503896
1039,"P78316|NOP14_HUMAN","Nucleolar protein 14 OS=Homo sapiens OX=9606 GN=NOP14 PE=1 SV=3",8.57948426388439,7.24659437114898,8.09192630388733,8.14703417745187e-08,2.20422217731481e-07,7.2804052472183
1040,"Q13206|DDX10_HUMAN","Probable ATP-dependent RNA helicase DDX10 OS=Homo sapiens OX=9606 GN=DDX10 PE=1 SV=2",4.88591961051478,5.39981204446417,3.18221123825454,0.00457935806193176,0.00697134382698192,-1.97089033793216
1041,"Q9H2U1|DHX36_HUMAN","ATP-dependent DNA/RNA helicase DHX36 OS=Homo sapiens OX=9606 GN=DHX36 PE=1 SV=2",6.20438060135986,6.05904253988671,3.83709984188814,0.000992205194526615,0.00176361495795359,-0.633485928863614
1042,"Q9Y2R9|RT07_HUMAN","28S ribosomal protein S7, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS7 PE=1 SV=2",5.61381198140449,5.76375822990903,3.41156372186964,0.00269304786477651,0.0043618991499325,-1.50762889913439
1043,"O43765|SGTA_HUMAN","Small glutamine-rich tetratricopeptide repeat-containing protein alpha OS=Homo sapiens OX=9606 GN=SGTA PE=1 SV=1",10.552124330095,8.23291440425429,16.1881458521149,3.75701520349944e-13,2.06931452553259e-12,15.2882996323907
1044,"P11498|PYC_HUMAN","Pyruvate carboxylase, mitochondrial OS=Homo sapiens OX=9606 GN=PC PE=1 SV=2",-1.10614657843628,10.6945509483921,-0.814413215313027,0.429509880793873,0.439556895549285,-5.58925471297583
1045,"P30154|2AAB_HUMAN","Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform OS=Homo sapiens OX=9606 GN=PPP2R1B PE=1 SV=3",5.55553349851498,5.73461898846427,3.56997112781297,0.00185999038702224,0.00315599955488568,-1.18388130105848
1046,"Q16543|CDC37_HUMAN","Hsp90 co-chaperone Cdc37 OS=Homo sapiens OX=9606 GN=CDC37 PE=1 SV=1",10.6102139173735,8.26195919789353,5.31120286707832,0.000278266764569011,0.000527747312113641,0.608491665920891
1047,"Q15417|CNN3_HUMAN","Calponin-3 OS=Homo sapiens OX=9606 GN=CNN3 PE=1 SV=1",10.9163269103387,8.41501569437613,18.9752170697442,1.75802017480219e-14,1.5595340260342e-13,16.7187960026454
1048,"Q14137|BOP1_HUMAN","Ribosome biogenesis protein BOP1 OS=Homo sapiens OX=9606 GN=BOP1 PE=1 SV=2",8.93088808292049,7.42229628066703,12.6350915129024,3.87283601299468e-11,1.46756089075094e-10,12.676139416835
1049,"P08754|GNAI3_HUMAN","Guanine nucleotide-binding protein G(i) subunit alpha OS=Homo sapiens OX=9606 GN=GNAI3 PE=1 SV=3",8.15799234859592,7.03584841350474,9.72282144255636,3.98114290472805e-09,1.18358302572996e-08,9.55475573357178
1050,"Q96C86|DCPS_HUMAN","m7GpppX diphosphatase OS=Homo sapiens OX=9606 GN=DCPS PE=1 SV=2",9.71485244278256,7.81427846059806,16.2303918091061,3.57468698781602e-13,1.97552168475705e-12,15.3134174520479
1051,"P30837|AL1B1_HUMAN","Aldehyde dehydrogenase X, mitochondrial OS=Homo sapiens OX=9606 GN=ALDH1B1 PE=1 SV=3",10.9080154061322,8.41085994227289,17.7968197058733,6.09189675275387e-14,4.40860949212451e-13,16.1664050810608
1052,"Q9H9B4|SFXN1_HUMAN","Sideroflexin-1 OS=Homo sapiens OX=9606 GN=SFXN1 PE=1 SV=4",10.6822286926656,8.29796658553959,21.3089989484011,1.81857951863593e-15,2.70329387905341e-14,17.6302428451229
1053,"Q96TA1|NIBA2_HUMAN","Protein Niban 2 OS=Homo sapiens OX=9606 GN=NIBAN2 PE=1 SV=3",6.44484569612833,6.17927508727095,3.97939289992716,0.000708988712777803,0.0012803032571269,-0.339047125662815
1054,"Q04726|TLE3_HUMAN","Transducin-like enhancer protein 3 OS=Homo sapiens OX=9606 GN=TLE3 PE=1 SV=2",7.7548921212863,6.83429829984993,8.59921702113009,3.07198406467809e-08,8.53328906855024e-08,8.03381947348292
1054,"Q04727|TLE4_HUMAN","Transducin-like enhancer protein 4 OS=Homo sapiens OX=9606 GN=TLE4 PE=1 SV=3",1.77810060509561,3.84590254175459,1.57115508387967,0.13144926957283,0.140616751279632,-4.78177225321961
1054,"Q04724|TLE1_HUMAN","Transducin-like enhancer protein 1 OS=Homo sapiens OX=9606 GN=TLE1 PE=1 SV=2",1.77810060509561,3.84590254175459,1.57115508387967,0.13144926957283,0.140616751279632,-4.78177225321961
1054,"Q04725|TLE2_HUMAN","Transducin-like enhancer protein 2 OS=Homo sapiens OX=9606 GN=TLE2 PE=1 SV=2",1.77810060509561,3.84590254175459,1.57115508387967,0.13144926957283,0.140616751279632,-4.78177225321961
1055,"Q53GS9|SNUT2_HUMAN","U4/U6.U5 tri-snRNP-associated protein 2 OS=Homo sapiens OX=9606 GN=USP39 PE=1 SV=2",9.2125966979395,7.56315058817653,12.01778420817,9.62430613639382e-11,3.38080096944491e-10,12.1013754932326
1056,"Q12907|LMAN2_HUMAN","Vesicular integral-membrane protein VIP36 OS=Homo sapiens OX=9606 GN=LMAN2 PE=1 SV=1",10.6929922474073,8.30334836291042,17.3092089465658,1.04089160979019e-13,6.88562319191106e-13,15.9164564269681
1057,"O75792|RNH2A_HUMAN","Ribonuclease H2 subunit A OS=Homo sapiens OX=9606 GN=RNASEH2A PE=1 SV=2",9.29352058849203,7.6036125334528,14.2577530717419,4.14292918838339e-12,1.8418334151589e-11,14.0023673744752
1058,"Q92667|AKAP1_HUMAN","A-kinase anchor protein 1, mitochondrial OS=Homo sapiens OX=9606 GN=AKAP1 PE=1 SV=1",4.42110583536157,5.16740515688757,2.63001801620801,0.0158415610957007,0.0222024063408983,-3.04353219826971
1059,"P06493|CDK1_HUMAN","Cyclin-dependent kinase 1 OS=Homo sapiens OX=9606 GN=CDK1 PE=1 SV=3",10.5856981129842,8.24970129569888,16.3715130428417,3.02982478831093e-13,1.71289653964715e-12,15.3964677627753
1060,"P52565|GDIR1_HUMAN","Rho GDP-dissociation inhibitor 1 OS=Homo sapiens OX=9606 GN=ARHGDIA PE=1 SV=3",13.06253083549,10.6018267385615,13.1395750293363,4.61173396037011e-11,1.71879726499757e-10,12.3300817802999
1061,"Q9UGU0|TCF20_HUMAN","Transcription factor 20 OS=Homo sapiens OX=9606 GN=TCF20 PE=1 SV=3",4.88630563312798,5.40000505577077,3.180275576408,0.00459978258496251,0.0069996691510299,-1.97476601834069
1062,"Q9BYJ9|YTHD1_HUMAN","YTH domain-containing family protein 1 OS=Homo sapiens OX=9606 GN=YTHDF1 PE=1 SV=1",2.64464199167894,4.27917323504625,1.84486738443673,0.0795503952077895,0.0936544645052563,-4.3877129083662
1063,"Q9NQR4|NIT2_HUMAN","Omega-amidase NIT2 OS=Homo sapiens OX=9606 GN=NIT2 PE=1 SV=1",5.88878273046822,5.90124360444089,3.6758053821248,0.00145082124869218,0.00251606387723645,-0.966341573290427
1064,"P09543|CN37_HUMAN","2',3'-cyclic-nucleotide 3'-phosphodiesterase OS=Homo sapiens OX=9606 GN=CNP PE=1 SV=2",8.97715712561826,7.44543080201591,10.4886208411127,1.07885445669382e-09,3.36050943225825e-09,10.4825658589998
1065,"P50552|VASP_HUMAN","Vasodilator-stimulated phosphoprotein OS=Homo sapiens OX=9606 GN=VASP PE=1 SV=3",10.1272866639351,8.02049557117432,16.9141258666476,1.62244859959368e-13,9.96240368171557e-13,15.7039184445811
1066,"O95218|ZRAB2_HUMAN","Zinc finger Ran-binding domain-containing protein 2 OS=Homo sapiens OX=9606 GN=ZRANB2 PE=1 SV=2",7.28738977279463,6.6005471256041,5.49250070782757,2.05384143660531e-05,4.68719000055153e-05,2.7356403835466
1067,"Q9UBS4|DJB11_HUMAN","DnaJ homolog subfamily B member 11 OS=Homo sapiens OX=9606 GN=DNAJB11 PE=1 SV=1",-0.738441208803032,14.3971264756337,-0.297478656651584,0.771832729988101,0.78055056749519,-5.86665638749133
