"Protein Group","Accession","Description","logFC","AveExpr","t","P.Value","adj.P.Val","B"
1,"P35579|MYH9_HUMAN","Myosin-9 OS=Homo sapiens OX=9606 GN=MYH9 PE=1 SV=4",16.0156393380162,10.9646719082149,23.7241648509693,2.18395369083881e-16,7.24891282025974e-15,18.3732169605779
2,"Q15149|PLEC_HUMAN","Plectin OS=Homo sapiens OX=9606 GN=PLEC PE=1 SV=3",8.76187500053052,13.6119376900967,7.7660722192249,7.1306377449102e-07,1.85117702750535e-06,5.44305979551483
3,"P21333|FLNA_HUMAN","Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=4",10.6077536240912,12.5249567848376,11.4944409148541,2.14229694946637e-10,7.15337663091547e-10,11.5800850500422
4,"P08238|HS90B_HUMAN","Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4",13.9169015505222,12.1434094437301,11.0267919988123,1.67322469067043e-08,4.73670224932439e-08,7.90767182667131
4,"Q58FF7|H90B3_HUMAN","Putative heat shock protein HSP 90-beta-3 OS=Homo sapiens OX=9606 GN=HSP90AB3P PE=5 SV=1",15.1336681814183,10.5236863299159,23.748451682207,2.14011379620138e-16,7.22757729418888e-15,18.3798400407072
4,"Q58FF8|H90B2_HUMAN","Putative heat shock protein HSP 90-beta 2 OS=Homo sapiens OX=9606 GN=HSP90AB2P PE=1 SV=2",14.1473978161296,10.0305511472716,24.4362680484266,1.21467556078523e-16,6.72811001156658e-15,18.5612282893949
5,"Q13813|SPTN1_HUMAN","Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1 PE=1 SV=3",13.0254453901671,10.4463725820284,13.6922394686135,1.53321117292364e-11,6.14416476287978e-11,13.0820717510528
6,"P63261|ACTG_HUMAN","Actin, cytoplasmic 2 OS=Homo sapiens OX=9606 GN=ACTG1 PE=1 SV=1",4.57578706425577,17.6202975742449,7.62147925650328,2.07519498846844e-07,5.5138031094572e-07,6.54284592659742
6,"P60709|ACTB_HUMAN","Actin, cytoplasmic 1 OS=Homo sapiens OX=9606 GN=ACTB PE=1 SV=1",4.57578706425577,17.6202975742449,7.62147925650328,2.07519498846844e-07,5.5138031094572e-07,6.54284592659742
7,"P05787|K2C8_HUMAN","Keratin, type II cytoskeletal 8 OS=Homo sapiens OX=9606 GN=KRT8 PE=1 SV=7",7.92828087526942,17.6633067128422,13.4647386463831,1.20204541710466e-11,4.91472475638543e-11,13.3856089381913
7,"O95678|K2C75_HUMAN","Keratin, type II cytoskeletal 75 OS=Homo sapiens OX=9606 GN=KRT75 PE=1 SV=2",4.88919640311712,5.40145044076535,2.72299386263177,0.0129145951541858,0.0182798497586821,-2.8684286050752
8,"P07900|HS90A_HUMAN","Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5",13.6950037200777,11.4725820053831,12.7632300137814,1.40918940353815e-10,4.83114799966328e-10,11.4914638163692
8,"Q14568|HS902_HUMAN","Heat shock protein HSP 90-alpha A2 OS=Homo sapiens OX=9606 GN=HSP90AA2P PE=1 SV=2",13.4768131568817,9.69525881764762,23.9768067195335,1.77028234984763e-16,6.81558704691339e-15,18.441371883289
9,"P49327|FAS_HUMAN","Fatty acid synthase OS=Homo sapiens OX=9606 GN=FASN PE=1 SV=3",14.426662179538,11.1511763073655,15.1992333742949,1.24426711142131e-12,6.18119790835103e-12,14.6648587859268
10,"Q01082|SPTB2_HUMAN","Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=2",12.6319404718161,10.1123344567108,14.7564357970517,2.17337271649386e-12,1.02542707824771e-11,14.3621835379638
11,"P10809|CH60_HUMAN","60 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPD1 PE=1 SV=2",12.3153865048073,14.3610958820564,7.61605422376341,6.3575010453609e-06,1.58014067299157e-05,3.59210052615076
12,"P06733|ENOA_HUMAN","Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2",12.0590971363427,15.1267526303614,11.241998731245,2.7051866708474e-09,8.1494277642899e-09,9.42775884603974
13,"Q14204|DYHC1_HUMAN","Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens OX=9606 GN=DYNC1H1 PE=1 SV=5",13.1921631737632,10.0514378720551,18.5768083437645,2.65505587220418e-14,2.20776784189764e-13,16.5397762719652
14,"P11142|HSP7C_HUMAN","Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1",4.58117872070525,17.7572569456808,5.66640452303966,1.38213935953106e-05,3.26056160183492e-05,3.07378782027213
15,"P05783|K1C18_HUMAN","Keratin, type I cytoskeletal 18 OS=Homo sapiens OX=9606 GN=KRT18 PE=1 SV=2",8.20334142651066,16.6664942234602,12.5193906280066,4.58108199237706e-11,1.71234618161667e-10,12.5715804748261
16,"P35580|MYH10_HUMAN","Myosin-10 OS=Homo sapiens OX=9606 GN=MYH10 PE=1 SV=3",12.4078701840131,10.2143489968926,12.158301849178,9.05995444020096e-10,2.83770371438772e-09,10.0795115970371
17,"Q14980|NUMA1_HUMAN","Nuclear mitotic apparatus protein 1 OS=Homo sapiens OX=9606 GN=NUMA1 PE=1 SV=2",12.5523946786565,9.60283632257211,18.5350410168071,2.77359344116172e-14,2.28658131658943e-13,16.5205651346106
18,"Q09666|AHNK_HUMAN","Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens OX=9606 GN=AHNAK PE=1 SV=2",0.414574210046879,18.0123862677646,0.559245656138712,0.582051111976517,0.592203166255177,-5.7604043092261
19,"O43707|ACTN4_HUMAN","Alpha-actinin-4 OS=Homo sapiens OX=9606 GN=ACTN4 PE=1 SV=2",14.9217950810138,10.4177497797137,23.7744691044599,2.09417081434621e-16,7.1987121743151e-15,18.3869181099134
20,"P15924|DESP_HUMAN","Desmoplakin OS=Homo sapiens OX=9606 GN=DSP PE=1 SV=3",12.9825431214625,9.44812379993806,18.6521981659483,2.45431719575852e-14,2.07217570255928e-13,16.5742362636777
21,"P14618|KPYM_HUMAN","Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4",11.2659586947048,13.8193551902413,7.1127506599905,1.17469760435714e-05,2.8195671925031e-05,3.13972384105882
21,"P30613|KPYR_HUMAN","Pyruvate kinase PKLR OS=Homo sapiens OX=9606 GN=PKLR PE=1 SV=2",13.0939247567342,9.50381461757387,27.5523392752063,1.11134570072561e-17,6.61903413275164e-15,19.2533798784404
23,"P08727|K1C19_HUMAN","Keratin, type I cytoskeletal 19 OS=Homo sapiens OX=9606 GN=KRT19 PE=1 SV=4",15.3426657123426,11.2304059504057,20.1002338227756,5.71602363352317e-15,6.18425245184925e-14,17.1855853830239
23,"P13646|K1C13_HUMAN","Keratin, type I cytoskeletal 13 OS=Homo sapiens OX=9606 GN=KRT13 PE=1 SV=4",14.3479427955694,10.1308236369915,26.2437079838374,2.93624354064957e-17,6.61903413275164e-15,18.9861778319985
23,"#CONTAM#K1C15_SHEEP|",">sp|K1C15_SHEEP|",14.3479428798153,10.1308236791144,26.2437077313971,2.9362441038291e-17,6.61903413275164e-15,18.9861777773973
23,"Q04695|K1C17_HUMAN","Keratin, type I cytoskeletal 17 OS=Homo sapiens OX=9606 GN=KRT17 PE=1 SV=2",9.29457752849158,7.60414100345257,14.7818084234144,2.10422014732472e-12,9.97690587093618e-12,14.3799445831638
24,"P11021|BIP_HUMAN","Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2",14.874765002716,11.5098803925088,15.0876833323757,1.43010867008363e-12,7.03182423987482e-12,14.5900458965204
25,"P46013|KI67_HUMAN","Proliferation marker protein Ki-67 OS=Homo sapiens OX=9606 GN=MKI67 PE=1 SV=2",11.1928340104243,10.1555021916715,6.91416868668553,2.02598815136697e-05,4.64288951354931e-05,2.70375407117268
26,"P07437|TBB5_HUMAN","Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB PE=1 SV=2",15.4789010298905,10.6963027541521,25.1419565652845,6.89829976533511e-17,6.61903413275164e-15,18.7355828258217
28,"Q9Y490|TLN1_HUMAN","Talin-1 OS=Homo sapiens OX=9606 GN=TLN1 PE=1 SV=3",10.7856955288217,10.5619238370846,7.52177453768209,4.87137683564039e-06,1.22101567820413e-05,3.83148085998756
28,"Q9Y4G6|TLN2_HUMAN","Talin-2 OS=Homo sapiens OX=9606 GN=TLN2 PE=1 SV=4",9.16401785531559,7.53886116686458,15.5982834651347,7.6150990622611e-13,3.95123064551283e-12,14.9248476788688
29,"P22314|UBA1_HUMAN","Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens OX=9606 GN=UBA1 PE=1 SV=3",14.789170459811,10.8956411004455,19.923391621462,6.79407596719721e-15,7.04709000982041e-14,17.1157883078598
30,"O75369|FLNB_HUMAN","Filamin-B OS=Homo sapiens OX=9606 GN=FLNB PE=1 SV=2",9.16794435715587,10.5556274229991,5.07425507797233,0.000324839044003399,0.000609172099080899,0.469180889771991
31,"P12814|ACTN1_HUMAN","Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1 PE=1 SV=2",2.91442130098546,15.57419423068,4.07721016558755,0.000562575781279039,0.00102650083313948,-0.136468035182853
31,"P35609|ACTN2_HUMAN","Alpha-actinin-2 OS=Homo sapiens OX=9606 GN=ACTN2 PE=1 SV=1",9.75881390206642,7.83625919023999,15.4468212031015,9.16347996095275e-13,4.68517899729988e-12,14.8275513947258
32,"Q7Z6Z7|HUWE1_HUMAN","E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens OX=9606 GN=HUWE1 PE=1 SV=3",8.66435058355237,10.270414706818,4.72366640900285,0.000609233333547585,0.00110691285236347,-0.0594054020777079
33,"P04406|G3P_HUMAN","Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3",9.01136667372142,15.1585066861286,12.5958803065382,4.0991094164764e-11,1.54569747829913e-10,12.6408640068929
34,"P78527|PRKDC_HUMAN","DNA-dependent protein kinase catalytic subunit OS=Homo sapiens OX=9606 GN=PRKDC PE=1 SV=3",10.1813948292744,10.7405399575083,6.16913950039147,4.95593115817741e-05,0.000105884211759062,2.01186059333121
35,"P68371|TBB4B_HUMAN","Tubulin beta-4B chain OS=Homo sapiens OX=9606 GN=TUBB4B PE=1 SV=1",12.4561781139844,9.18494129619898,24.0989533225004,1.60055431905591e-16,6.81558704691339e-15,18.4737431520705
36,"P42704|LPPRC_HUMAN","Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens OX=9606 GN=LRPPRC PE=1 SV=3",14.145985623378,10.0298450508958,20.6178455063141,3.47426428406384e-15,4.19307758421498e-14,17.3827216471682
37,"P49792|RBP2_HUMAN","E3 SUMO-protein ligase RanBP2 OS=Homo sapiens OX=9606 GN=RANBP2 PE=1 SV=2",11.3819893669395,8.64784692267656,18.4704548057883,2.9679094972602e-14,2.41698917595267e-13,16.4906890086623
37,"Q7Z3J3|RGPD4_HUMAN","RanBP2-like and GRIP domain-containing protein 4 OS=Homo sapiens OX=9606 GN=RGPD4 PE=2 SV=3",4.23742691270763,5.0755656955606,2.58380409377776,0.0175196884977356,0.0244033287685536,-3.12955828323109
37,"A6NKT7|RGPD3_HUMAN","RanBP2-like and GRIP domain-containing protein 3 OS=Homo sapiens OX=9606 GN=RGPD3 PE=3 SV=2",4.23742691270763,5.0755656955606,2.58380409377776,0.0175196884977356,0.0244033287685536,-3.12955828323109
38,"P38646|GRP75_HUMAN","Stress-70 protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPA9 PE=1 SV=2",13.0661814348011,11.9970635269453,11.4858126858999,2.54283012198608e-09,7.6904131733279e-09,9.40302387512791
39,"P13639|EF2_HUMAN","Elongation factor 2 OS=Homo sapiens OX=9606 GN=EEF2 PE=1 SV=4",8.86673771784821,13.8520574923445,4.54241119435443,0.000820643565180495,0.00147070802328059,-0.314407700235884
40,"P13667|PDIA4_HUMAN","Protein disulfide-isomerase A4 OS=Homo sapiens OX=9606 GN=PDIA4 PE=1 SV=2",13.2059173964682,11.2027084416697,13.7647012857191,7.98703021325467e-12,3.39404705530138e-11,13.6256173153579
41,"P14625|ENPL_HUMAN","Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1",11.6708322998973,11.897870278415,9.13074340469234,2.05424939334455e-07,5.46569465402662e-07,6.24406271923522
41,"Q58FF3|ENPLL_HUMAN","Putative endoplasmin-like protein OS=Homo sapiens OX=9606 GN=HSP90B2P PE=5 SV=1",10.0616740918153,7.98768928511442,17.6983164271754,6.78100946312201e-14,4.84357818794429e-13,16.1169767359792
42,"P08670|VIME_HUMAN","Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=4",-0.146979176229344,19.1090316741517,-0.221148208875148,0.827164211978312,0.833878558815528,-5.88761354586184
42,"P41219|PERI_HUMAN","Peripherin OS=Homo sapiens OX=9606 GN=PRPH PE=1 SV=2",9.01022211766233,7.46196329803795,13.9187706802811,6.49258342948689e-12,2.80229217528302e-11,13.7456696710176
42,"P17661|DESM_HUMAN","Desmin OS=Homo sapiens OX=9606 GN=DES PE=1 SV=3",9.02203927769987,7.46787187805672,14.2174215513387,4.36837639666205e-12,1.93758630497107e-11,13.9723517248427
43,"Q00610|CLH1_HUMAN","Clathrin heavy chain 1 OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=5",11.4545556258434,10.857575809652,9.4828010432757,8.01133122855041e-08,2.16903131012089e-07,6.97623508087112
44,"O75643|U520_HUMAN","U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens OX=9606 GN=SNRNP200 PE=1 SV=2",12.7962063684043,9.35495542340893,20.3970201703119,4.29043064206795e-15,5.01490549643119e-14,17.2998980664567
45,"Q9BQE3|TBA1C_HUMAN","Tubulin alpha-1C chain OS=Homo sapiens OX=9606 GN=TUBA1C PE=1 SV=1",6.35140819752978,8.20295887614991,4.42968810042197,0.00091852595035566,0.00163718745780986,-0.419637861398079
46,"P61978|HNRPK_HUMAN","Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens OX=9606 GN=HNRNPK PE=1 SV=1",12.2608300724717,12.0915238441654,10.5667722787452,1.14548582225595e-08,3.28622981794741e-08,8.37409143502758
47,"P12270|TPR_HUMAN","Nucleoprotein TPR OS=Homo sapiens OX=9606 GN=TPR PE=1 SV=3",12.9086310609945,9.41116776970402,23.6389257125245,2.34540782318372e-16,7.51216032598111e-15,18.349850495093
48,"P30101|PDIA3_HUMAN","Protein disulfide-isomerase A3 OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=4",16.1752764704811,11.0444904744473,25.9640527518974,3.63528745190916e-17,6.61903413275164e-15,18.9249227637312
49,"P04075|ALDOA_HUMAN","Fructose-bisphosphate aldolase A OS=Homo sapiens OX=9606 GN=ALDOA PE=1 SV=2",0.870907635468399,17.7187684469964,1.31827716857449,0.201946890051437,0.209850344587863,-5.10196781878888
49,"#CONTAM#ALDOA_RABIT|",">sp|ALDOA_RABIT|",10.2491317615817,11.867073810418,6.2733441206012,3.98838965595073e-05,8.66063179662171e-05,2.18701286490463
50,"P09651|ROA1_HUMAN","Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=5",7.82096689904932,7.77620076134718,3.74599163866828,0.00339474111557256,0.00530428299308213,-1.53815116849899
51,"P22626|ROA2_HUMAN","Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2",9.42350912597607,12.5807474939391,6.37942188712415,2.64396122117376e-05,5.92850943594582e-05,2.52292333896197
52,"Q9UPN3|MACF1_HUMAN","Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Homo sapiens OX=9606 GN=MACF1 PE=1 SV=4",4.24324172779013,10.3346021599808,1.44657214467402,0.177361151836833,0.18530269594893,-4.94825968144744
53,"Q15075|EEA1_HUMAN","Early endosome antigen 1 OS=Homo sapiens OX=9606 GN=EEA1 PE=1 SV=2",8.42620595364039,11.1616022281436,3.38282874762181,0.00635568096196909,0.00938962843575632,-2.0909444992217
54,"P02545|LMNA_HUMAN","Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA PE=1 SV=1",11.8096813653298,11.3951893879823,8.07808521075084,1.89029431750776e-06,4.82601665941967e-06,4.54945511572908
55,"Q12906|ILF3_HUMAN","Interleukin enhancer-binding factor 3 OS=Homo sapiens OX=9606 GN=ILF3 PE=1 SV=3",13.8690686501205,9.89138656426702,22.7108340464682,5.18054737156992e-16,1.17324161062025e-14,18.0826734029774
56,"P46940|IQGA1_HUMAN","Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens OX=9606 GN=IQGAP1 PE=1 SV=1",10.1893859391669,9.92122475300814,5.35319059020429,0.000247232908524043,0.000472615043603557,0.704490343752181
57,"P07237|PDIA1_HUMAN","Protein disulfide-isomerase OS=Homo sapiens OX=9606 GN=P4HB PE=1 SV=3",13.5033134605567,11.4037985931298,14.0313312264739,5.58729755060634e-12,2.44381581798835e-11,13.8320287570808
58,"P34932|HSP74_HUMAN","Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=4",13.6780719706748,9.79588822454417,24.2546505851023,1.40855859049049e-16,6.81558704691339e-15,18.5144691286309
59,"Q13885|TBB2A_HUMAN","Tubulin beta-2A chain OS=Homo sapiens OX=9606 GN=TUBB2A PE=1 SV=1",6.38523636454933,6.14947042148145,5.76914169224248,1.09545455172791e-05,2.64420064210184e-05,3.27152181584651
60,"Q9BVA1|TBB2B_HUMAN","Tubulin beta-2B chain OS=Homo sapiens OX=9606 GN=TUBB2B PE=1 SV=1",6.6548793666557,6.28429192253464,6.39682872028222,2.71912265597353e-06,6.87820119940742e-06,4.44427816236302
61,"P54652|HSP72_HUMAN","Heat shock-related 70 kDa protein 2 OS=Homo sapiens OX=9606 GN=HSPA2 PE=1 SV=1",9.06873387248373,7.49121917544865,12.7395585857309,3.33134922903388e-11,1.27873325341779e-10,12.769328493967
62,"P12956|XRCC6_HUMAN","X-ray repair cross-complementing protein 6 OS=Homo sapiens OX=9606 GN=XRCC6 PE=1 SV=2",14.1218164574411,10.0177604679273,22.4894007619495,6.28659777820525e-16,1.29281020351941e-14,18.0152997589035
63,"Q92616|GCN1_HUMAN","eIF-2-alpha kinase activator GCN1 OS=Homo sapiens OX=9606 GN=GCN1 PE=1 SV=6",11.025059786901,9.18588285074774,11.2736341602004,1.87151294152971e-08,5.28249620593063e-08,7.73758315512834
64,"Q13509|TBB3_HUMAN","Tubulin beta-3 chain OS=Homo sapiens OX=9606 GN=TUBB3 PE=1 SV=2",9.55916810425791,7.73643629133574,12.5484189061649,4.39156200491007e-11,1.64630123845217e-10,12.597947640563
65,"P07355|ANXA2_HUMAN","Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2",9.08606331829491,13.5682809440755,5.04117844156181,0.000334741790954962,0.000626522068632282,0.442542956538325
65,"A6NMY6|AXA2L_HUMAN","Putative annexin A2-like protein OS=Homo sapiens OX=9606 GN=ANXA2P2 PE=5 SV=2",8.60698323627119,13.3287409030637,4.78667199469196,0.000505041209525066,0.000924588044066335,0.0935259025357382
66,"P09874|PARP1_HUMAN","Poly [ADP-ribose] polymerase 1 OS=Homo sapiens OX=9606 GN=PARP1 PE=1 SV=4",13.65546096924,9.78458272382676,23.9247963212139,1.84817939174673e-16,6.91554695644174e-15,18.4274742233271
67,"P68032|ACTC_HUMAN","Actin, alpha cardiac muscle 1 OS=Homo sapiens OX=9606 GN=ACTC1 PE=1 SV=1",5.86478004818868,5.88924226330112,4.3591887836408,0.000288765961876575,0.000544974977070987,0.446893620573003
67,"P62736|ACTA_HUMAN","Actin, aortic smooth muscle OS=Homo sapiens OX=9606 GN=ACTA2 PE=1 SV=1",5.86478004818868,5.88924226330112,4.3591887836408,0.000288765961876575,0.000544974977070987,0.446893620573003
67,"P63267|ACTH_HUMAN","Actin, gamma-enteric smooth muscle OS=Homo sapiens OX=9606 GN=ACTG2 PE=1 SV=1",5.86478004818868,5.88924226330112,4.3591887836408,0.000288765961876575,0.000544974977070987,0.446893620573003
68,"Q9P2E9|RRBP1_HUMAN","Ribosome-binding protein 1 OS=Homo sapiens OX=9606 GN=RRBP1 PE=1 SV=5",11.7824818585127,8.84809316846313,21.198376591872,2.01447640627538e-15,2.90476934987274e-14,17.5917795644992
69,"Q6P2Q9|PRP8_HUMAN","Pre-mRNA-processing-splicing factor 8 OS=Homo sapiens OX=9606 GN=PRPF8 PE=1 SV=2",11.9742241794755,8.94396432894452,16.1266854885444,7.81122707337007e-13,4.03126330194032e-12,14.6835446238615
70,"Q08211|DHX9_HUMAN","ATP-dependent RNA helicase A OS=Homo sapiens OX=9606 GN=DHX9 PE=1 SV=4",11.3563542431062,10.300742132556,6.96119994372641,1.81384005060294e-05,4.20426501795383e-05,2.79152664160567
71,"P68133|ACTS_HUMAN","Actin, alpha skeletal muscle OS=Homo sapiens OX=9606 GN=ACTA1 PE=1 SV=1",4.7386321032829,5.32616829084823,2.68545638669698,0.0140286109541326,0.0197911880444891,-2.93944011883046
72,"P78371|TCPB_HUMAN","T-complex protein 1 subunit beta OS=Homo sapiens OX=9606 GN=CCT2 PE=1 SV=4",15.1288791261246,10.5212918022691,23.2991110227759,3.12425791191397e-16,8.86966909686005e-15,18.2547835626207
73,"P55072|TERA_HUMAN","Transitional endoplasmic reticulum ATPase OS=Homo sapiens OX=9606 GN=VCP PE=1 SV=4",13.7130395077173,9.81337199306543,23.5605353179824,2.50493595511819e-16,7.56755729032956e-15,18.328193237557
73,"Q8IYT4|KATL2_HUMAN","Katanin p60 ATPase-containing subunit A-like 2 OS=Homo sapiens OX=9606 GN=KATNAL2 PE=1 SV=3",6.06305231129086,5.98837839485221,4.57420352161742,0.000173842413635061,0.000341824970630738,0.889693098042184
73,"O43933|PEX1_HUMAN","Peroxisome biogenesis factor 1 OS=Homo sapiens OX=9606 GN=PEX1 PE=1 SV=1",6.06305231129086,5.98837839485221,4.57420352161742,0.000173842413635061,0.000341824970630738,0.889693098042184
74,"O00410|IPO5_HUMAN","Importin-5 OS=Homo sapiens OX=9606 GN=IPO5 PE=1 SV=4",5.58888455209544,13.4599103987361,2.49120846533114,0.0304332831624195,0.0387567878510951,-3.47311352149442
75,"P07814|SYEP_HUMAN","Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens OX=9606 GN=EPRS1 PE=1 SV=5",12.3521411411622,9.67332801188054,17.4844354671575,8.57320295550595e-14,5.8626698718824e-13,16.0078113570606
76,"P11586|C1TC_HUMAN","C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=MTHFD1 PE=1 SV=3",14.0507955605574,9.98225001948547,24.3428271265399,1.31067078147401e-16,6.72811001156658e-15,18.5372705134399
77,"Q8WWI1|LMO7_HUMAN","LIM domain only protein 7 OS=Homo sapiens OX=9606 GN=LMO7 PE=1 SV=3",11.3578643987087,8.63578443856112,17.6759035618194,6.94890135914134e-14,4.94515161417637e-13,16.105656028473
78,"P60174|TPIS_HUMAN","Triosephosphate isomerase OS=Homo sapiens OX=9606 GN=TPI1 PE=1 SV=4",15.2429511925749,11.7941565690018,14.0892447970885,3.85031200666538e-11,1.46046317494204e-10,12.1270746422745
79,"P49588|SYAC_HUMAN","Alanine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=AARS1 PE=1 SV=2",14.3161411810715,10.1149228297426,23.5902010045873,2.44326850661483e-16,7.52526700037367e-15,18.3364081641964
80,"P0DMV8|HS71A_HUMAN","Heat shock 70 kDa protein 1A OS=Homo sapiens OX=9606 GN=HSPA1A PE=1 SV=1",10.3618103042071,9.50889808686071,8.07781020712931,3.40080167734107e-06,8.55198331663169e-06,4.04870828549764
80,"P0DMV9|HS71B_HUMAN","Heat shock 70 kDa protein 1B OS=Homo sapiens OX=9606 GN=HSPA1B PE=1 SV=1",10.3618103042071,9.50889808686071,8.07781020712931,3.40080167734107e-06,8.55198331663169e-06,4.04870828549764
81,"P00558|PGK1_HUMAN","Phosphoglycerate kinase 1 OS=Homo sapiens OX=9606 GN=PGK1 PE=1 SV=3",12.4374063260331,12.1897490738545,6.59957288378813,3.38584363149674e-05,7.47448278742112e-05,2.3032930233782
82,"P43243|MATR3_HUMAN","Matrin-3 OS=Homo sapiens OX=9606 GN=MATR3 PE=1 SV=2",13.1527415439325,9.53322301117304,23.0842342769383,3.75289146260183e-16,9.26194367372887e-15,18.1930493655838
83,"P31939|PUR9_HUMAN","Bifunctional purine biosynthesis protein ATIC OS=Homo sapiens OX=9606 GN=ATIC PE=1 SV=3",13.1115326359433,9.51261855717842,20.5470660120292,3.71652528859319e-15,4.40265303417962e-14,17.3563783126879
84,"P17987|TCPA_HUMAN","T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1",3.98932169844045,15.053812761928,5.8302594352977,9.54504598670159e-06,2.3243786874637e-05,3.38841246203139
85,"P06576|ATPB_HUMAN","ATP synthase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3",7.62927895598217,14.4094026566109,10.1831429397043,1.80156195289123e-09,5.52230375687199e-09,10.1224856175213
86,"Q14839|CHD4_HUMAN","Chromodomain-helicase-DNA-binding protein 4 OS=Homo sapiens OX=9606 GN=CHD4 PE=1 SV=2",11.1081085953253,8.51090653686942,11.623161543064,8.31421341453103e-09,2.41765269229188e-08,8.33090656323646
86,"Q8TDI0|CHD5_HUMAN","Chromodomain-helicase-DNA-binding protein 5 OS=Homo sapiens OX=9606 GN=CHD5 PE=1 SV=1",9.28057858047701,7.59714152944529,12.856284048504,2.8185987079841e-11,1.08842577991362e-10,12.8721048242773
86,"Q12873|CHD3_HUMAN","Chromodomain-helicase-DNA-binding protein 3 OS=Homo sapiens OX=9606 GN=CHD3 PE=1 SV=3",6.01333520091337,5.96351983966347,3.76164915813929,0.0011853981278916,0.00207822531529265,-0.789350022775451
87,"P05023|AT1A1_HUMAN","Sodium/potassium-transporting ATPase subunit alpha-1 OS=Homo sapiens OX=9606 GN=ATP1A1 PE=1 SV=1",12.9582629207813,9.43598369959746,24.1254744314494,1.56600733998923e-16,6.81558704691339e-15,18.48072259088
88,"Q13263|TIF1B_HUMAN","Transcription intermediary factor 1-beta OS=Homo sapiens OX=9606 GN=TRIM28 PE=1 SV=5",7.6468354541255,13.9368752131932,5.87816808832767,4.01494844939822e-05,8.70847973531444e-05,2.1909768202609
89,"P09327|VILI_HUMAN","Villin-1 OS=Homo sapiens OX=9606 GN=VIL1 PE=1 SV=4",13.7874972989009,9.85060088865722,24.0028880458612,1.73252151728556e-16,6.81558704691339e-15,18.4483153535407
90,"Q9NR30|DDX21_HUMAN","Nucleolar RNA helicase 2 OS=Homo sapiens OX=9606 GN=DDX21 PE=1 SV=5",13.5020763535856,9.70789041599959,21.4689207640587,1.5699098731171e-15,2.45697276890278e-14,17.6850971108829
91,"P68366|TBA4A_HUMAN","Tubulin alpha-4A chain OS=Homo sapiens OX=9606 GN=TUBA4A PE=1 SV=1",10.6564566542401,8.28508056632684,20.2902798762002,4.75466918195562e-15,5.33687357158284e-14,17.2591865091293
92,"P13010|XRCC5_HUMAN","X-ray repair cross-complementing protein 5 OS=Homo sapiens OX=9606 GN=XRCC5 PE=1 SV=3",13.1168542449806,10.4120476502078,15.0457555650858,1.50726488198081e-12,7.36417486754582e-12,14.5616791746183
